Taxonomy_node_ID	clusterName	Markers
CS202002013_38	Sst Hpse	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000030222|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000035273|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_33	Sst Htr1a	ensembl:ENSMUSG00000105068|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000027400
CS202002013_30	Sst Myh8_1	ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000070366
CS202002013_31	Sst Myh8_2	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000051910|ensembl:ENSMUSG00000039579|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000027400
CS202002013_32	Sst Myh8_3	ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000019828|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000039579|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000025370|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000027400
CS202002013_29	Sst Penk	ensembl:ENSMUSG00000097462|ensembl:ENSMUSG00000021647|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000070366
CS202002013_41	Sst Pvalb Calb2	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000020000|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000029334|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_35	Sst Pvalb Etv1	ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000039137|ensembl:ENSMUSG00000038156|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000095105
CS202002013_44	Sst Tac2	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000018417|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_45	Sst Th_1	ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000022306|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000018417|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000040710|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000039037
CS202002013_46	Sst Th_2	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000052062|ensembl:ENSMUSG00000045731|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000091002
CS202002013_47	Sst Th_3	ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000091002
CS202002013_40	Sst_Pappa	ensembl:ENSMUSG00000027965|ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000116610|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_104	VLMC_1	ensembl:ENSMUSG00000064294|ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000112430|ensembl:ENSMUSG00000031273|ensembl:ENSMUSG00000025780
CS202002013_105	VLMC_2	ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000064294
CS202002013_106	VLMC_3	ensembl:ENSMUSG00000048424|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000069378|ensembl:ENSMUSG00000043760
CS202002013_107	VLMC_4	ensembl:ENSMUSG00000048424|ensembl:ENSMUSG00000032796|ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000069378|ensembl:ENSMUSG00000036814
CS202002013_108	VLMC_5	ensembl:ENSMUSG00000010122|ensembl:ENSMUSG00000028487
CS202002013_109	VLMC_6	ensembl:ENSMUSG00000010122|ensembl:ENSMUSG00000006014|ensembl:ENSMUSG00000026989|ensembl:ENSMUSG00000040569|ensembl:ENSMUSG00000028487
CS202002013_110	VLMC_7	ensembl:ENSMUSG00000010122|ensembl:ENSMUSG00000026989|ensembl:ENSMUSG00000034127|ensembl:ENSMUSG00000028487
CS202002013_20	Vip C1ql1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000031963|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000021662|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000028121|ensembl:ENSMUSG00000020042
CS202002013_23	Vip Chat_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000023945|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170
CS202002013_25	Vip Chat_2	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000057378|ensembl:ENSMUSG00000024211|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000032017|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170|ensembl:ENSMUSG00000026322
CS202002013_19	Vip Gpc3	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000041741|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000021662|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000028121
CS202002013_18	Vip Htr1f_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000045648|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000019772
CS202002013_26	Vip Igfbp6_1	ensembl:ENSMUSG00000042581|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000110468|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000032625
CS202002013_27	Vip Igfbp6_2	ensembl:ENSMUSG00000042581|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000110468|ensembl:ENSMUSG00000019772
CS202002013_22	Vip Mybpc1_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000023945|ensembl:ENSMUSG00000003657|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000110281|ensembl:ENSMUSG00000030170
CS202002013_21	Vip Mybpc1_2	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000112276|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000032269|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170
CS202002013_24	Vip Mybpc1_3	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000057378|ensembl:ENSMUSG00000024211|ensembl:ENSMUSG00000060371|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170
CS202002013_15	Vip Serpinf1_1	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000027996|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000069911|ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000026475|ensembl:ENSMUSG00000084908|ensembl:ENSMUSG00000019772
CS202002013_16	Vip Serpinf1_2	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000084908|ensembl:ENSMUSG00000069911
CS202002013_17	Vip Serpinf1_3	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000040624|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000025813
CS202002013_14	Vip Sncg	ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000022656|ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000019772
CS202002013_121		ensembl:ENSMUSG00000025576|ensembl:ENSMUSG00000047495
CS202002013_122		ensembl:ENSMUSG00000025576|ensembl:ENSMUSG00000047495
CS202002013_150		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000046178
CS202002013_124		ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000010175
CS202002013_151		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178
CS202002013_180		ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000059173
CS202002013_132		ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000010175
CS202002013_152		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_168		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178
CS202002013_181		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000038331
CS202002013_196		ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000027849
CS202002013_153		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_169		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000091002
CS202002013_171		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_182		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000038331
CS202002013_220		ensembl:ENSMUSG00000036256
CS202002013_141		ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000010175
CS202002013_158		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_172		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_185		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331
CS202002013_219		ensembl:ENSMUSG00000029648|ensembl:ENSMUSG00000039167
CS202002013_142		ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000010175
CS202002013_160		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_173		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_186		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000038331
CS202002013_198		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000027849
CS202002013_126		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000021508
CS202002013_129		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111
CS202002013_145		ensembl:ENSMUSG00000030170|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000019772
CS202002013_154		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000062151
CS202002013_162		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_174		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_187		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000038331
CS202002013_199		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000027849
CS202002013_204		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000027849
CS202002013_127		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000021508
CS202002013_130		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000005672|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111
CS202002013_135		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772
CS202002013_139		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000019772
CS202002013_143		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000019772
CS202002013_146		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000030170|ensembl:ENSMUSG00000019772
CS202002013_156		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000027400|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000062151
CS202002013_159		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000024598|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000038156|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_163		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_165		ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_175		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_194		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000068196|ensembl:ENSMUSG00000090125|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000021541|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000022206|ensembl:ENSMUSG00000038331
CS202002013_200		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000027849
CS202002013_205		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000039714|ensembl:ENSMUSG00000019997|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000116029|ensembl:ENSMUSG00000078591|ensembl:ENSMUSG00000027849
CS202002013_213		ensembl:ENSMUSG00000020422|ensembl:ENSMUSG00000115529
CS202002013_216		ensembl:ENSMUSG00000032517|ensembl:ENSMUSG00000032841
CS202002013_223		ensembl:ENSMUSG00000030108|ensembl:ENSMUSG00000032796
CS202002013_226		ensembl:ENSMUSG00000010122|ensembl:ENSMUSG00000028487
CS202002013_230		ensembl:ENSMUSG00000021665
CS202002013_120		ensembl:ENSMUSG00000029231|ensembl:ENSMUSG00000039954
CS202002013_128		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000049001|ensembl:ENSMUSG00000021508
CS202002013_131		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000005672|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270|ensembl:ENSMUSG00000051111|ensembl:ENSMUSG00000049001
CS202002013_134		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000059049|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000048967
CS202002013_136		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000028364|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772
CS202002013_137		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000029101|ensembl:ENSMUSG00000028004|ensembl:ENSMUSG00000058897|ensembl:ENSMUSG00000019772
CS202002013_140		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000022425|ensembl:ENSMUSG00000022371|ensembl:ENSMUSG00000038718|ensembl:ENSMUSG00000037362|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000084908|ensembl:ENSMUSG00000069911
CS202002013_144		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000000805|ensembl:ENSMUSG00000021662|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000028121
CS202002013_147		ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000021919|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000023945|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170
CS202002013_148		ensembl:ENSMUSG00000057378|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000024211|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000048776|ensembl:ENSMUSG00000019772|ensembl:ENSMUSG00000030170
CS202002013_149		ensembl:ENSMUSG00000042581|ensembl:ENSMUSG00000010175|ensembl:ENSMUSG00000052551|ensembl:ENSMUSG00000110468|ensembl:ENSMUSG00000019772
CS202002013_155		ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000070366
CS202002013_157		ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000039579|ensembl:ENSMUSG00000055214|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000062151|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000027400
CS202002013_161		ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000068220|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031997|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000024990|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_164		ensembl:ENSMUSG00000027965|ensembl:ENSMUSG00000021680|ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000003746|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988|ensembl:ENSMUSG00000055761
CS202002013_166		ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000114028|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_167		ensembl:ENSMUSG00000031841|ensembl:ENSMUSG00000025400|ensembl:ENSMUSG00000049796|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000018417|ensembl:ENSMUSG00000036019|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000004366|ensembl:ENSMUSG00000048988
CS202002013_170		ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000000214|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000031558|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000091002
CS202002013_176		ensembl:ENSMUSG00000028971|ensembl:ENSMUSG00000061762|ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000038048|ensembl:ENSMUSG00000034324|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000050830|ensembl:ENSMUSG00000052353
CS202002013_177		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_178		ensembl:ENSMUSG00000005716|ensembl:ENSMUSG00000010461|ensembl:ENSMUSG00000067028|ensembl:ENSMUSG00000094083|ensembl:ENSMUSG00000033063|ensembl:ENSMUSG00000087301|ensembl:ENSMUSG00000020099|ensembl:ENSMUSG00000046178|ensembl:ENSMUSG00000052353
CS202002013_184		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000033308|ensembl:ENSMUSG00000022790|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000098097|ensembl:ENSMUSG00000021708|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000059187|ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000038331
CS202002013_188		ensembl:ENSMUSG00000059173|ensembl:ENSMUSG00000084890|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000036264|ensembl:ENSMUSG00000063626|ensembl:ENSMUSG00000034687|ensembl:ENSMUSG00000100851|ensembl:ENSMUSG00000036192|ensembl:ENSMUSG00000034402|ensembl:ENSMUSG00000038331
